name,specialty,url,image_url,qualifications,address,phonenumber,about,approx_lat,approx_long
Erin F. Alaia,"Radiology Diagnostic, Muscuoskeletal Radiology, Radiology",https://www.nychealthandhospitals.org/doctors/?specialty=94,https://www.nychealthandhospitals.org/doctors/alaia-erin-fitzgerald/,MD,"NYC Health + Hospitals/Bellevue
462 First Avenue
New York, NY 10016",1-844-692-4692,"Erin F. Alaia, holding a MD degree, is specialized in Radiology Diagnostic, Muscuoskeletal Radiology, Radiology.",40.740307521639906, -73.97517782588004
Joshua R. Albrektson,"Radiology Diagnostic, Neuroradiology, Diagnostic Radiology",https://www.nychealthandhospitals.org/doctors/page/2/?specialty=94,https://www.nychealthandhospitals.org/doctors/albrektson-joshua-raymond/,MD,"NYC Health + Hospitals/Kings County
451 Clarkson Avenue
Brooklyn, New York 11203",1-844-692-4692,"Joshua R. Albrektson, holding a MD degree, is specialized in Radiology Diagnostic, Neuroradiology, Diagnostic Radiology.",40.656885377815534, -73.94465389760101
Mary M. Alfidi,"Radiology Diagnostic, Diagnostic Radiology, No Certificate Obtained/Diagnostic Radiology",https://www.nychealthandhospitals.org/doctors/page/2/?specialty=94,https://www.nychealthandhospitals.org/doctors/alfidi-mary-margaret/,MD,"NYC Health + Hospitals/Queens
82-68 164th Street
Queens, New York 11432",1-844-692-4692,"Mary M. Alfidi, holding a MD degree, is specialized in Radiology Diagnostic, Diagnostic Radiology, No Certificate Obtained/Diagnostic Radiology.",40.71732419158472, -73.80438925129695
Jonathan S. Alis,"Radiology Diagnostic, Cardiothoracic Imaging, Radiology",https://www.nychealthandhospitals.org/doctors/page/2/?specialty=94,https://www.nychealthandhospitals.org/doctors/alis-jonathan-s/,MD,"NYC Health + Hospitals/Harlem
506 Lenox Avenue
New York, NY 10037",1-844-692-4692,"Jonathan S. Alis, holding a MD degree, is specialized in Radiology Diagnostic, Cardiothoracic Imaging, Radiology.",40.814223071892634, -73.93961453649608
Daniel D. Alterman,"Radiology Diagnostic, CT/Ultrasonography, Radiology",https://www.nychealthandhospitals.org/doctors/page/2/?specialty=94,https://www.nychealthandhospitals.org/doctors/alterman-daniel-d/,MD,"NYC Health + Hospitals/Harlem
506 Lenox Avenue
New York, NY 10037",1-844-692-4692,"Daniel D. Alterman, holding a MD degree, is specialized in Radiology Diagnostic, CT/Ultrasonography, Radiology.",40.81423119182731,-73.93961453649608
Michael M. Ambrosino,"Radiology Diagnostic, Pediatric Radiology, Diagnostic Radiology",https://www.nychealthandhospitals.org/doctors/page/2/?specialty=94,https://www.nychealthandhospitals.org/doctors/ambrosino-michael-mazza/,MD,"NYC Health + Hospitals/Bellevue
462 First Avenue
New York, NY 10016",1-844-692-4692,"Michael M. Ambrosino, holding a MD degree, is specialized in Radiology Diagnostic, Pediatric Radiology, Diagnostic Radiology.",40.739527135464655,-73.97552114862063
Sarwat K. Amer,"Radiology, Radiology Chief, Radiology Diagnostic",https://www.nychealthandhospitals.org/doctors/page/3/?specialty=94,https://www.nychealthandhospitals.org/doctors/amer-sarwat-kamal/,MD,"NYC Health + Hospitals/Lincoln
234 East 149th Street
Bronx, NY 10451",1-844-692-4692,"Sarwat K. Amer, holding a MD degree, is specialized in Radiology, Radiology Chief, Radiology Diagnostic.",40.74004739393207,-73.97620779410177
Aziz S. Amin,"Radiology Diagnostic, Radiology Pediatric, Pediatric Radiology, Radiology",https://www.nychealthandhospitals.org/doctors/page/3/?specialty=94,https://www.nychealthandhospitals.org/doctors/amin-aziz-shoeb/,DO,"NYC Health + Hospitals/Lincoln
234 East 149th Street
Bronx, NY 10451",1-844-692-4692,"Aziz S. Amin, holding a DO degree, is specialized in Radiology Diagnostic, Radiology Pediatric, Pediatric Radiology, Radiology.",40.81605984865501,-73.92476142773155
Frederick J. Anderson,"Radiology Diagnostic, Mammography, No Certificate Obtained/Pediatric Radiology, No Certificate Obtained/Family Medicine, Radiology",https://www.nychealthandhospitals.org/doctors/page/3/?specialty=94,https://www.nychealthandhospitals.org/doctors/anderson-frederick-james/,DO,"NYC Health + Hospitals/Elmhurst
79-01 Broadway
Elmhurst, New York 11373",1-844-692-4692,"Frederick J. Anderson, holding a DO degree, is specialized in Radiology Diagnostic, Mammography, No Certificate Obtained/Pediatric Radiology, No Certificate Obtained/Family Medicine, Radiology.",40.74508234463468,-73.88578437670553
Daniel O. Ankrah,"Physician Assistant, Radiology",https://www.nychealthandhospitals.org/doctors/page/3/?specialty=94,https://www.nychealthandhospitals.org/doctors/ankrah-daniel-oti/,PA,"NYC Health + Hospitals/Jacobi
1400 Pelham Parkway South
Bronx, NY 10461",1-844-692-4692,"Daniel O. Ankrah, holding a PA degree, is specialized in Physician Assistant, Radiology.",40.85676876088969,-73.84798516608598
Hasna W. Ansari,Radiology Diagnostic,https://www.nychealthandhospitals.org/doctors/page/3/?specialty=94,https://www.nychealthandhospitals.org/doctors/ansari-hasna-w/,MD,"NYC Health + Hospitals/Gotham Health, Cumberland
100 North Portland Avenue
Brooklyn, New York 11205",1-844-692-4692,"Hasna W. Ansari, holding a MD degree, is specialized in Radiology Diagnostic.",40.69493955518824,-73.97649129644469
Sherlin Abraham,"Family Nurse Practitioner, 
Nurse Practitioner Family Health",https://www.nychealthandhospitals.org/doctors/?specialty=56,https://www.nychealthandhospitals.org/doctors/abraham-sherlin/,NP,"NYC Health + Hospitals/Queens
82-68 164th Street
Queens, New York 11432",1-844-692-4692,"Sherlin Abraham, holding a NP degree, is specialized in Family Nurse Practitioner, 
Nurse Practitioner Family Health.",40.71746649763612,-73.8043892512566
Mary M. Abruzzo-Fogarassy,Nurse Practitioner Womens Health,https://www.nychealthandhospitals.org/doctors/?specialty=56,https://www.nychealthandhospitals.org/doctors/abruzzo-fogarassy-mary-m/,NP,"NYC Health + Hospitals/Jacobi
1400 Pelham Parkway South
Bronx, NY 10461",1-844-692-4692,"Mary M. Abruzzo-Fogarassy, holding a NP degree, is specialized in Nurse Practitioner Womens Health.",40.856780932977216,-73.84799589489165
Oluwakemi A. Adegoke,"Obstetrics & Gynecology, Emergency Medicine",https://www.nychealthandhospitals.org/doctors/?specialty=56,https://www.nychealthandhospitals.org/doctors/adegoke-oluwakemi-a/,MD,"NYC Health + Hospitals/Jacobi
1400 Pelham Parkway South
Bronx, NY 10461",1-844-692-4692,"Oluwakemi A. Adegoke, holding a MD degree, is specialized in Obstetrics & Gynecology, Emergency Medicine.",40.85678904770097,-73.84798516605582
Grigol Adeishvili,Obstetrics & Gynecology,https://www.nychealthandhospitals.org/doctors/?specialty=56,https://www.nychealthandhospitals.org/doctors/adeishvili-grigol/,MD,"NYC Health + Hospitals/South Brooklyn Health, Ruth Bader Ginsburg Hospital
2601 Ocean Parkway
Brooklyn, NY 11235",1-844-692-4692,"Grigol Adeishvili, holding a MD degree, is specialized in Obstetrics & Gynecology.",40.585534429561946,-73.96590596395004
Veronica Ades,"Obstetrics & Gynecology, Reproductive Infectious Diseases",https://www.nychealthandhospitals.org/doctors/?specialty=56,https://www.nychealthandhospitals.org/doctors/ades-veronica/,MD,"NYC Health + Hospitals/Jacobi
1400 Pelham Parkway South
Bronx, NY 10461",1-844-692-4692,"Veronica Ades, holding a MD degree, is specialized in Obstetrics & Gynecology, Reproductive Infectious Diseases.",40.85679716242374,-73.84799589489165
Salma Afroze,Obstetrics & Gynecology,https://www.nychealthandhospitals.org/doctors/page/2/?specialty=56,https://www.nychealthandhospitals.org/doctors/afroze-salma/,DO,"NYC Health + Hospitals/Gotham Health, East New York
2094 Pitkin Avenue
Brooklyn, New York 11207",1-844-692-4692,"Salma Afroze, holding a DO degree, is specialized in Obstetrics & Gynecology.",40.67249789211759,-73.89524629626848
Gabriela A. Aguilar,"Obstetrics & Gynecology, Complex Family Planning, OB/GYN",https://www.nychealthandhospitals.org/doctors/page/2/?specialty=56,https://www.nychealthandhospitals.org/doctors/aguilar-gabriela-aurora/,MD,"NYC Health + Hospitals/Bellevue
462 First Avenue
New York, NY 10016",1-844-692-4692,"Gabriela A. Aguilar, holding a MD degree, is specialized in Obstetrics & Gynecology, Complex Family Planning, OB/GYN.",40.740437585112325, -73.97655111544566
Elmer C. Agustin,"Obstetrics & Gynecology, Obstetrics and Gynecology",https://www.nychealthandhospitals.org/doctors/page/2/?specialty=56,https://www.nychealthandhospitals.org/doctors/agustin-elmer-clemente/,MD,"NYC Health + Hospitals/Metropolitan
1901 First Avenue
New York, NY 10029",1-844-692-4692,"Elmer C. Agustin, holding a MD degree, is specialized in Obstetrics & Gynecology, Obstetrics and Gynecology.",40.78525530705039, -73.94502417110365
Danso O. Agyeman,"Physician Assistant, none, Surgery",https://www.nychealthandhospitals.org/doctors/page/2/?specialty=56,https://www.nychealthandhospitals.org/doctors/agyeman-danso-okoampa/,RPA-C,"NYC Health + Hospitals/Harlem
506 Lenox Avenue
New York, NY 10037",1-844-692-4692,"Danso O. Agyeman, holding a RPA-C degree, is specialized in Physician Assistant, none, Surgery.",40.814235251794265, -73.93960380760969
Olusegun A. Ajayi,Obstetrics & Gynecology,https://www.nychealthandhospitals.org/doctors/page/2/?specialty=56,https://www.nychealthandhospitals.org/doctors/ajayi-olusegun-ayoola/,MD,"NYC Health + Hospitals/Kings County
451 Clarkson Avenue
Brooklyn, New York 11203",1-844-692-4692,"Olusegun A. Ajayi, holding a MD degree, is specialized in Obstetrics & Gynecology.",40.65691386487357,-73.94471827057305
Olive U. Akalonu,"Nurse Practitioner Family Health, Family Medicine",https://www.nychealthandhospitals.org/doctors/page/3/?specialty=56,https://www.nychealthandhospitals.org/doctors/akalonu-olive-ugochinyere/,NP,"NYC Health + Hospitals/Jacobi
1400 Pelham Parkway South
Bronx, NY 10461",1-844-692-4692,"Olive U. Akalonu, holding a NP degree, is specialized in Nurse Practitioner Family Health, Family Medicine.",40.85677281825246, -73.84797443722
Bozena Akhand,"Nurse Practitioner Womens Health, WHNP",https://www.nychealthandhospitals.org/doctors/page/3/?specialty=56,https://www.nychealthandhospitals.org/doctors/akhand-bozena/,NP,"NYC Health + Hospitals/Elmhurst
79-01 Broadway
Elmhurst, New York 11373",1-844-692-4692,"Bozena Akhand, holding a NP degree, is specialized in Nurse Practitioner Womens Health, WHNP.",40.74508640883027,-73.88578437665805
Ifeloluwa A. Akinade,Midwifery,https://www.nychealthandhospitals.org/doctors/page/3/?specialty=56,https://www.nychealthandhospitals.org/doctors/akinade-ifeloluwa-alice/,CNM,"NYC Health + Hospitals/Kings County
451 Clarkson Avenue
Brooklyn, New York 11203",1-844-692-4692,"Ifeloluwa A. Akinade, holding a CNM degree, is specialized in Midwifery.",40.656897586556205,-73.9446968129014
Kolawole F. Akinnawonu,Obstetrics & Gynecology,https://www.nychealthandhospitals.org/doctors/page/3/?specialty=56,https://www.nychealthandhospitals.org/doctors/akinnawonu-kolawole-felix/,MD,"
NYC Health + Hospitals/Elmhurst
79-01 Broadway
Elmhurst, New York 11373",1-844-692-4692,"Kolawole F. Akinnawonu, holding a MD degree, is specialized in Obstetrics & Gynecology.",40.74507828043883, -73.88578437665805
Wissam Akkary,"Obstetrics & Gynecology, Obstetrics",https://www.nychealthandhospitals.org/doctors/page/3/?specialty=56,https://www.nychealthandhospitals.org/doctors/akkary-wissam/,MD,"NYC Health + Hospitals/Kings County
451 Clarkson Avenue
Brooklyn, New York 11203",1-844-692-4692,"Wissam Akkary, holding a MD degree, is specialized in Obstetrics & Gynecology, Obstetrics.",40.656905725715376,-73.94470754173722
Peyman Alaghband,Obstetrics & Gynecology,https://www.nychealthandhospitals.org/doctors/page/4/?specialty=56,https://www.nychealthandhospitals.org/doctors/alaghband-peyman/,MD,"NYC Health + Hospitals/South Brooklyn Health, Ruth Bader Ginsburg Hospital
2601 Ocean Parkway
Brooklyn, NY 11235",1-844-692-4692,"Peyman Alaghband, holding a MD degree, is specialized in Obstetrics & Gynecology.",40.585534429561946, -73.94470754173722
Charmaine G. Alleyne,"na, Nurse Practitioner Womens Health",https://www.nychealthandhospitals.org/doctors/page/4/?specialty=56,https://www.nychealthandhospitals.org/doctors/alleyne-charmaine-gracelyn/,NP,"
NYC Health + Hospitals/Jacobi
1400 Pelham Parkway South
Bronx, NY 10461",1-844-692-4692,"Charmaine G. Alleyne, holding a NP degree, is specialized in na, Nurse Practitioner Womens Health.",40.856805277145504, -73.84798516605582
Joseph M. Alvaro,Obstetrics & Gynecology,https://www.nychealthandhospitals.org/doctors/page/4/?specialty=56,https://www.nychealthandhospitals.org/doctors/alvaro-joseph-manuel/,MD,"NYC Health + Hospitals/Bellevue
462 First Avenue
New York, NY 10016",1-844-692-4692,"Joseph M. Alvaro, holding a MD degree, is specialized in Obstetrics & Gynecology.",40.740177457913134,-73.97620779269924
Victoria P. Amankwa,"Obstetrics & Gynecology, Simulation",https://www.nychealthandhospitals.org/doctors/page/4/?specialty=56,https://www.nychealthandhospitals.org/doctors/amankwa-victoria-pomaa/,MD,"NYC Health + Hospitals/Harlem
506 Lenox Avenue
New York, NY 10037",1-844-692-4692,"Victoria P. Amankwa, holding a MD degree, is specialized in Obstetrics & Gynecology, Simulation.",40.814235251794265, -73.9396145364455
Joanne Andrades,Obstetrics & Gynecology,https://www.nychealthandhospitals.org/doctors/page/4/?specialty=56,https://www.nychealthandhospitals.org/doctors/andrades-joanne/,MD,"NYC Health + Hospitals/Harlem
506 Lenox Avenue
New York, NY 10037",1-844-692-4692,"Joanne Andrades, holding a MD degree, is specialized in Obstetrics & Gynecology.",40.814243371727464, -73.9396145364455
Hope Abba,"Nurse Anesthetist, None",https://www.nychealthandhospitals.org/doctors/?specialty=67,https://www.nychealthandhospitals.org/doctors/abba-hope/,CRNA,"NYC Health + Hospitals/Jacobi
1400 Pelham Parkway South
Bronx, NY 10461",1-844-692-4692,"Hope Abba, holding a CRNA degree, is specialized in Nurse Anesthetist, None.",40.85675658879996,-73.84800662372747
Mariebelle N. Abelarde,Nurse Anesthetist,https://www.nychealthandhospitals.org/doctors/?specialty=67,https://www.nychealthandhospitals.org/doctors/abelarde-mariebelle-noval/,CRNA,"NYC Health + Hospitals/Kings County
451 Clarkson Avenue
Brooklyn, New York 11203",1-844-692-4692,"Mariebelle N. Abelarde, holding a CRNA degree, is specialized in Nurse Anesthetist.",40.65688944739601, -73.9446968129014
Samuel M. Abrokwah,"Anesthesiology, Cardiac Anesthesia, Pediatric Pulmonary, Pediatrics",https://www.nychealthandhospitals.org/doctors/?specialty=67,https://www.nychealthandhospitals.org/doctors/abrokwah-samuel-m/,MD,"NYC Health + Hospitals/Bellevue
462 First Avenue
New York, NY 10016",1-844-692-4692,"Samuel M. Abrokwah, holding a MD degree, is specialized in Anesthesiology, Cardiac Anesthesia, Pediatric Pulmonary, Pediatrics.",40.740697711294224,-73.97620779269924
Alvin Adell,"
Anesthesiology",https://www.nychealthandhospitals.org/doctors/?specialty=67,https://www.nychealthandhospitals.org/doctors/adell-alvin/,MD,"NYC Health + Hospitals/Harlem
506 Lenox Avenue
New York, NY 10037",1-844-692-4692,"Alvin Adell, holding a MD degree, is specialized in 
Anesthesiology.",40.81421901193822, -73.9396038076518
Suman Agrawal,Anesthesiology,https://www.nychealthandhospitals.org/doctors/?specialty=67,https://www.nychealthandhospitals.org/doctors/agrawal-suman/,MD,"NYC Health + Hospitals/South Brooklyn Health, Ruth Bader Ginsburg Hospital
2601 Ocean Parkway
Brooklyn, NY 11235",1-844-692-4692,"Suman Agrawal, holding a MD degree, is specialized in Anesthesiology.",40.585534429561946, -73.96588450627839
David J. Aguilar,"Anesthesiology, Cardiac Anesthesiology, Cardiothoracic Anesthesiology, anesthesia residency, Surgery residency",https://www.nychealthandhospitals.org/doctors/page/2/?specialty=67,https://www.nychealthandhospitals.org/doctors/aguilar-david-j-ricardo/,MD,"NYC Health + Hospitals/Lincoln
234 East 149th Street
Bronx, NY 10451",1-844-692-4692,"David J. Aguilar, holding a MD degree, is specialized in Anesthesiology, Cardiac Anesthesiology, Cardiothoracic Anesthesiology, anesthesia residency, Surgery residency.",40.81608826763521, -73.92477215653543
Ricki S. Agulia,Nurse Anesthetist,https://www.nychealthandhospitals.org/doctors/page/2/?specialty=67,https://www.nychealthandhospitals.org/doctors/agulia-ricki-sheldon/,CRNA,"NYC Health + Hospitals/Kings County
451 Clarkson Avenue
Brooklyn, New York 11203",1-844-692-4692,"Ricki S. Agulia, holding a CRNA degree, is specialized in Nurse Anesthetist.",40.65688944739601, -73.9446968129014
Naheed M. Ahamadi,"Anesthesiology, Anesthesiology Pain Medicine",https://www.nychealthandhospitals.org/doctors/page/2/?specialty=67,https://www.nychealthandhospitals.org/doctors/ahamadi-naheed-m/,MD,"NYC Health + Hospitals/Lincoln
234 East 149th Street
Bronx, NY 10451",1-844-692-4692,"Naheed M. Ahamadi, holding a MD degree, is specialized in Anesthesiology, Anesthesiology Pain Medicine.",40.81608826763521,-73.9247614276996
Naeem Ahmad,"Anesthesiology, Anesthesiology Pain Medicine, Pediatric Anesthesiology, Sleep Medicine, pain management, Pain Medicine",https://www.nychealthandhospitals.org/doctors/page/2/?specialty=67,https://www.nychealthandhospitals.org/doctors/ahmad-naeem/,MD,"NYC Health + Hospitals/Elmhurst
79-01 Broadway
Elmhurst, New York 11373",1-844-692-4692,"Naeem Ahmad, holding a MD degree, is specialized in Anesthesiology, Anesthesiology Pain Medicine, Pediatric Anesthesiology, Sleep Medicine, pain management, Pain Medicine.",40.745094537220695, -73.88578437665805
Kazi F. Ahmed,Anesthesiology,https://www.nychealthandhospitals.org/doctors/page/2/?specialty=67,https://www.nychealthandhospitals.org/doctors/ahmed-kazi-farhad/,MD,"NYC Health + Hospitals/Kings County
451 Clarkson Avenue
Brooklyn, New York 11203",1-844-692-4692,"Kazi F. Ahmed, holding a MD degree, is specialized in Anesthesiology.",40.65688944739601, -73.94470754173722
Shah N. Ahmed,Anesthesiology,https://www.nychealthandhospitals.org/doctors/page/3/?specialty=67,https://www.nychealthandhospitals.org/doctors/ahmed-shah-nadir/,MD,"NYC Health + Hospitals/Bellevue
462 First Avenue
New York, NY 10016",1-844-692-4692,"Shah N. Ahmed, holding a MD degree, is specialized in Anesthesiology.",40.739917329696695,-73.97586446995284
Wasif M. Ahmed,Anesthesiology,https://www.nychealthandhospitals.org/doctors/page/3/?specialty=67,https://www.nychealthandhospitals.org/doctors/ahmed-wasif-m/,MD,"NYC Health + Hospitals/Woodhull
760 Broadway
Brooklyn, New York 11206",1-844-692-4692,"Wasif M. Ahmed, holding a MD degree, is specialized in Anesthesiology.",40.70006124212835, -73.94177567295876
Tolani I. Aiyeku,Nurse Anesthetist,https://www.nychealthandhospitals.org/doctors/page/3/?specialty=67,https://www.nychealthandhospitals.org/doctors/aiyeku-tolani-iyiola/,CRNA,"NYC Health + Hospitals/Kings County
451 Clarkson Avenue
Brooklyn, New York 11203",1-844-692-4692,"Tolani I. Aiyeku, holding a CRNA degree, is specialized in Nurse Anesthetist.",40.656897586556205, -73.94470754173722
Georgette G. Alexis,"Anesthesiology, Anesthesiology Pain Medicine, Pediatric Anesthesiology, Pain Medicine",https://www.nychealthandhospitals.org/doctors/page/3/?specialty=67,https://www.nychealthandhospitals.org/doctors/alexis-georgette-gilda/,MD,"NYC Health + Hospitals/Kings County
451 Clarkson Avenue
Brooklyn, New York 11203",1-844-692-4692,"Georgette G. Alexis, holding a MD degree, is specialized in Anesthesiology, Anesthesiology Pain Medicine, Pediatric Anesthesiology, Pain Medicine.",40.656905725715376, -73.94468608406557
Azad A. Amin,"Anesthesiology, Anesthesiology Critical Care Medicine",https://www.nychealthandhospitals.org/doctors/page/3/?specialty=67,https://www.nychealthandhospitals.org/doctors/amin-azad-anwarul/,MD,"NYC Health + Hospitals/Kings County
451 Clarkson Avenue
Brooklyn, New York 11203",1-844-692-4692,"Azad A. Amin, holding a MD degree, is specialized in Anesthesiology, Anesthesiology Critical Care Medicine.",40.656897586556205, -73.94470754173722
Bessie Abraham,"Optometry, Ocular Disease",https://www.nychealthandhospitals.org/doctors/?specialty=70,https://www.nychealthandhospitals.org/doctors/abraham-bessie/,OD,"NYC Health + Hospitals/Elmhurst
79-01 Broadway
Elmhurst, New York 11373",1-844-692-4692,"Bessie Abraham, holding a OD degree, is specialized in Optometry, Ocular Disease.",40.74510266561013, -73.88579510549388
Brieann K. Adair,Optometry,https://www.nychealthandhospitals.org/doctors/?specialty=70,https://www.nychealthandhospitals.org/doctors/adair-brieann-kourtney/,OD,"NYC Health + Hospitals/Bellevue
462 First Avenue
New York, NY 10016",1-844-692-4692,"Brieann K. Adair, holding a OD degree, is specialized in Optometry.",40.739917329696695,-73.97655111544566
Adebukola Adebayo,"Ophthalmology, Cornea",https://www.nychealthandhospitals.org/doctors/?specialty=70,https://www.nychealthandhospitals.org/doctors/adebayo-adebukola/,MD,"NYC Health + Hospitals/Metropolitan
1901 First Avenue
New York, NY 10029",1-844-692-4692,"Adebukola Adebayo, holding a MD degree, is specialized in Ophthalmology, Cornea.",40.785239060089395,-73.94502417110365
Jennifer O. Adeghate,Ophthalmology,https://www.nychealthandhospitals.org/doctors/?specialty=70,https://www.nychealthandhospitals.org/doctors/adeghate-jennifer-oluyemisi/,MD,"NYC Health + Hospitals/Queens
82-68 164th Street
Queens, New York 11432",1-844-692-4692,"Jennifer O. Adeghate, holding a MD degree, is specialized in Ophthalmology.",40.71732825747611, -73.80439998009241
Marib I. Akanda,Ophthalmology,https://www.nychealthandhospitals.org/doctors/?specialty=70,https://www.nychealthandhospitals.org/doctors/akanda-marib-islam/,MD,"NYC Health + Hospitals/Queens
82-68 164th Street
Queens, New York 11432",1-844-692-4692,"Marib I. Akanda, holding a MD degree, is specialized in Ophthalmology.",40.7173363892582,-73.80439998009241
Robert I. Appel,Ophthalmology,https://www.nychealthandhospitals.org/doctors/page/2/?specialty=70,https://www.nychealthandhospitals.org/doctors/appel-robert-i/,MD,"NYC Health + Hospitals/Queens
82-68 164th Street
Queens, New York 11432",1-844-692-4692,"Robert I. Appel, holding a MD degree, is specialized in Ophthalmology.",40.7173363892582,-73.80441070892824
Kichiemon Asoma,Ophthalmology,https://www.nychealthandhospitals.org/doctors/page/2/?specialty=70,https://www.nychealthandhospitals.org/doctors/asoma-kichiemon/,MD,"NYC Health + Hospitals/Bellevue
462 First Avenue
New York, NY 10016",1-844-692-4692,"Kichiemon Asoma, holding a MD degree, is specialized in Ophthalmology.",40.740177457913134, -73.97586446995284
James D. Auran,Ophthalmology,https://www.nychealthandhospitals.org/doctors/page/2/?specialty=70,https://www.nychealthandhospitals.org/doctors/auran-james-drake/,MD,"NYC Health + Hospitals/Harlem
506 Lenox Avenue
New York, NY 10037",1-844-692-4692,"James D. Auran, holding a MD degree, is specialized in Ophthalmology.",40.81426773152105, -73.9396145364455
Yelena Babayeva,Ophthalmology,https://www.nychealthandhospitals.org/doctors/page/2/?specialty=70,https://www.nychealthandhospitals.org/doctors/babayeva-yelena/,OD,"NYC Health + Hospitals/Jacobi
1400 Pelham Parkway South
Bronx, NY 10461",1-844-692-4692,"Yelena Babayeva, holding a OD degree, is specialized in Ophthalmology.",40.856764703526686,-73.84797443722
Tehara C. Bailey,Ophthalmology,https://www.nychealthandhospitals.org/doctors/page/2/?specialty=70,https://www.nychealthandhospitals.org/doctors/bailey-tehara-chiantie/,MD,"NYC Health + Hospitals/Jacobi
1400 Pelham Parkway South
Bronx, NY 10461",1-844-692-4692,"Tehara C. Bailey, holding a MD degree, is specialized in Ophthalmology.",40.856780932977216, -73.84799589489165
Rajendra K. Bansal,Ophthalmology,https://www.nychealthandhospitals.org/doctors/page/3/?specialty=70,https://www.nychealthandhospitals.org/doctors/bansal-rajendra-k/,MD,"NYC Health + Hospitals/Harlem
506 Lenox Avenue
New York, NY 10037",1-844-692-4692,"Rajendra K. Bansal, holding a MD degree, is specialized in Ophthalmology.",40.814243371727464, -73.9396145364455
Alexander Barash,"Ophthalmology, Ophthalmology Retina",https://www.nychealthandhospitals.org/doctors/page/3/?specialty=70,https://www.nychealthandhospitals.org/doctors/barash-alexander/,MD,"NYC Health + Hospitals/Elmhurst
79-01 Broadway
Elmhurst, New York 11373",1-844-692-4692,"Alexander Barash, holding a MD degree, is specialized in Ophthalmology, Ophthalmology Retina.",40.74507828043883, -73.88579510549388
Irene A. Barbazetto,"Ophthalmology, Vitreoretinal Surgery",https://www.nychealthandhospitals.org/doctors/page/3/?specialty=70,https://www.nychealthandhospitals.org/doctors/barbazetto-irene-anna/,MD,"NYC Health + Hospitals/Bellevue
462 First Avenue
New York, NY 10016",1-844-692-4692,"Irene A. Barbazetto, holding a MD degree, is specialized in Ophthalmology, Vitreoretinal Surgery.",40.740177457913134, -73.97586446995284
Andrea Blitzer,"Ophthalmology, Ophthalmology, Cornea and External Diseases",https://www.nychealthandhospitals.org/doctors/page/3/?specialty=70,https://www.nychealthandhospitals.org/doctors/blitzer-andrea/,MD,"NYC Health + Hospitals/Bellevue
462 First Avenue
New York, NY 10016",1-844-692-4692,"Andrea Blitzer, holding a MD degree, is specialized in Ophthalmology, Ophthalmology, Cornea and External Diseases.",40.739917329696695,-73.97586446995284
Natalie Borodoker,Ophthalmology,https://www.nychealthandhospitals.org/doctors/page/3/?specialty=70,https://www.nychealthandhospitals.org/doctors/borodoker-natalie/,MD,"NYC Health + Hospitals/Bellevue
462 First Avenue
New York, NY 10016",1-844-692-4692,"Natalie Borodoker, holding a MD degree, is specialized in Ophthalmology.",40.740177457913134,-73.97586446995284
Waleed R. Abood,"Epilepsy, Neurology",https://www.nychealthandhospitals.org/doctors/?specialty=82,https://www.nychealthandhospitals.org/doctors/abood-waleed-raheem-abood/,MD,"NYC Health + Hospitals/Bellevue
462 First Avenue
New York, NY 10016",1-844-692-4692,"Waleed R. Abood, holding a MD degree, is specialized in Epilepsy, Neurology.",40.740177457913134, -73.97586446995284
Nicolas J. Abreu,"Neurodevelopmental Disabilties, Neurology Child, Pediatrics, Gene Therapy, Neurodevelopmental Disabilities",https://www.nychealthandhospitals.org/doctors/?specialty=82,https://www.nychealthandhospitals.org/doctors/abreu-nicolas-julian/,MD,"NYC Health + Hospitals/Bellevue
462 First Avenue
New York, NY 10016",1-844-692-4692,"Nicolas J. Abreu, holding a MD degree, is specialized in Neurodevelopmental Disabilties, Neurology Child, Pediatrics, Gene Therapy, Neurodevelopmental Disabilities.",40.740177457913134, -73.97620779269924
Shashank Agarwal,"Neurology, Vascular Neurology",https://www.nychealthandhospitals.org/doctors/?specialty=82,https://www.nychealthandhospitals.org/doctors/agarwal-shashank/,"MD, MBBS","NYC Health + Hospitals/Elmhurst
79-01 Broadway
Elmhurst, New York 11373",1-844-692-4692,"Shashank Agarwal, holding a MD, MBBS degree, is specialized in Neurology, Vascular Neurology.",40.74508640883027,-73.88577364782222
Gokhan L. Akfirat,"Neurology, Neurorehabilitation",https://www.nychealthandhospitals.org/doctors/?specialty=82,https://www.nychealthandhospitals.org/doctors/akfirat-gokhan-lut/,MD,"NYC Health + Hospitals/Metropolitan
1901 First Avenue
New York, NY 10029",1-844-692-4692,"Gokhan L. Akfirat, holding a MD degree, is specialized in Neurology, Neurorehabilitation.",40.785239060089395,-73.94502417110365
Nero Akpowowo,Physician Assistant,https://www.nychealthandhospitals.org/doctors/?specialty=82,https://www.nychealthandhospitals.org/doctors/akpowowo-nero/,PA-C,"NYC Health + Hospitals/Bellevue
462 First Avenue
New York, NY 10016",1-844-692-4692,"Nero Akpowowo, holding a PA-C degree, is specialized in Physician Assistant.",40.739657200463014,-73.97689443819206
